1652350582;405;39;26;515
1652350582;364;39;26;515
1652350583;344;39;26;516
1652350583;341;39;26;517
1652350583;340;39;26;518
1652350583;340;39;26;518
1652350583;340;39;26;518
1652350583;340;39;26;518
1652350583;340;39;26;518
1652350583;341;39;26;519
1652350584;341;39;26;519
1652350584;341;39;26;519
1652350584;341;39;26;519
1652350584;341;39;26;519
1652350584;342;39;26;518
1652350584;340;39;26;516
1652350584;341;39;26;518
1652350584;341;39;26;518
1652350585;341;39;26;518
1652350585;342;39;26;517
1652350585;341;39;26;517
1652350585;342;39;26;516
1652350585;341;39;26;516
1652350585;341;39;26;516
1652350585;341;39;26;516
1652350585;340;39;26;516
1652350586;340;39;26;516
1652350586;340;39;26;515
1652350586;340;39;26;515
1652350586;341;39;26;515
1652350586;341;39;26;515
1652350586;340;39;26;512
1652350586;341;39;26;515
1652350586;342;39;26;514
1652350587;341;39;26;514
1652350587;341;39;26;514
1652350587;341;39;26;513
1652350587;341;39;26;513
1652350587;341;39;26;513
1652350587;341;39;26;513
1652350587;341;39;26;513
1652350587;341;39;26;513
1652350588;341;39;26;512
1652350588;341;39;26;512
1652350588;341;39;26;512
1652350588;340;39;26;511
1652350588;340;39;26;511
1652350588;339;39;26;506
1652350588;340;39;26;509
1652350589;341;39;26;509
1652350589;341;39;26;509
1652350589;341;39;26;508
1652350589;341;39;26;508
1652350589;341;39;26;508
1652350589;342;39;26;507
1652350589;341;39;26;506
1652350589;341;39;26;506
1652350590;341;39;26;506
1652350590;341;39;26;506
1652350590;341;39;26;505
1652350590;341;39;26;504
1652350590;341;39;26;504
1652350590;341;39;26;503
1652350590;340;39;26;499
1652350590;342;39;26;501
1652350591;340;39;26;501
1652350591;340;39;26;501
1652350591;340;39;26;500
1652350591;340;39;26;500
1652350591;341;39;26;500
1652350591;341;39;26;500
1652350591;341;39;26;499
1652350591;341;39;26;499
1652350592;342;39;26;498
1652350592;341;39;26;498
1652350592;342;39;26;498
1652350592;341;39;26;498
1652350592;341;39;26;497
1652350592;341;39;26;497
1652350592;340;39;26;493
1652350592;342;39;26;496
1652350593;341;39;26;496
1652350593;341;39;26;496
1652350593;341;39;26;496
1652350593;341;39;26;495
1652350593;339;39;26;495
1652350593;340;39;26;495
1652350593;340;39;26;495
1652350593;340;39;26;495
1652350594;341;39;26;495
1652350594;341;39;26;495
1652350594;341;39;26;495
1652350594;342;39;26;495
1652350594;341;39;26;494
1652350594;341;39;26;494
1652350594;340;39;26;490
1652350594;341;39;26;493
1652350595;341;39;26;493
1652350595;342;39;26;493
1652350595;342;39;26;493
1652350595;341;39;26;493
1652350595;341;39;26;493
1652350595;341;39;26;493
1652350595;342;39;26;493
1652350595;341;39;26;493
1652350596;340;39;26;492
1652350596;340;39;26;492
1652350596;340;39;26;492
1652350596;340;39;26;493
1652350596;340;39;26;493
1652350596;341;39;26;493
1652350596;340;39;26;489
1652350597;341;39;26;491
1652350597;342;39;26;491
1652350597;341;39;26;492
1652350597;341;39;26;492
1652350597;341;39;26;491
1652350597;342;39;26;491
1652350597;341;39;26;491
1652350597;341;39;26;491
1652350598;342;39;26;491
1652350598;341;39;26;491
1652350598;342;39;26;491
1652350598;341;39;26;491
1652350598;341;39;26;491
1652350598;341;39;26;490
1652350598;340;39;26;491
1652350598;339;39;26;487
1652350599;340;39;26;489
1652350599;339;39;26;490
1652350599;341;39;26;490
1652350599;341;39;26;490
1652350599;340;39;26;490
1652350599;341;39;26;490
1652350599;342;39;26;490
1652350599;342;39;26;491
1652350600;341;39;26;490
1652350600;341;39;26;490
1652350600;342;39;26;490
1652350600;341;39;26;491
1652350600;341;39;26;490
1652350600;342;39;26;490
1652350600;341;39;26;490
1652350600;341;39;26;487
1652350601;341;39;26;489
1652350601;341;39;26;489
1652350601;340;39;26;489
1652350601;340;39;26;489
1652350601;340;39;26;490
1652350601;340;39;26;490
1652350601;341;39;26;490
1652350601;341;39;26;490
1652350602;342;39;26;490
1652350602;341;39;26;490
1652350602;341;39;26;490
1652350602;342;39;26;490
1652350602;341;39;26;490
1652350602;342;39;26;490
1652350602;341;39;26;490
1652350602;341;39;26;486
1652350603;342;39;26;488
1652350603;341;39;26;489
1652350603;341;39;26;488
1652350603;341;39;26;489
1652350603;342;39;26;489
1652350603;341;39;26;489
1652350603;340;39;26;489
1652350603;340;39;26;489
1652350604;340;39;26;488
1652350604;340;39;26;489
1652350604;340;39;26;489
1652350604;341;39;26;489
1652350604;340;39;26;489
1652350604;341;39;26;489
1652350604;341;39;26;489
1652350604;340;39;26;485
1652350605;341;39;26;487
1652350605;341;39;26;488
1652350605;342;39;26;487
1652350605;341;39;26;488
1652350605;341;39;26;488
1652350605;341;39;26;488
1652350605;341;39;26;488
1652350605;341;39;26;488
1652350606;341;39;26;488
1652350606;341;39;26;488
1652350606;340;39;26;488
1652350606;340;39;26;488
1652350606;340;39;26;488
1652350606;340;39;26;488
1652350606;340;39;26;488
1652350607;341;39;26;484
1652350607;341;39;26;487
1652350607;341;39;26;487
1652350607;342;39;26;487
1652350607;341;39;26;487
1652350607;341;39;26;487
1652350607;342;39;26;487
1652350607;341;39;26;487
1652350608;342;39;26;487
1652350608;341;39;26;487
1652350608;342;39;26;487
1652350608;341;39;26;487
1652350608;341;39;26;487
1652350608;341;39;26;487
1652350608;341;39;26;487
1652350608;341;39;26;486
1652350609;339;38;26;483
1652350609;341;38;26;486
1652350609;340;38;26;486
1652350609;340;38;26;486
1652350609;342;38;26;486
1652350609;342;38;26;486
1652350609;342;38;26;486
1652350609;341;38;26;486
1652350610;341;38;26;486
